
2021-04-07 11:03:33,184 | E | Instrument.py:173 (loadPersonality) | Error loading instrument personality 'SCEXAO': No module named 'SCEXAO'
2021-04-07 12:04:00,654 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-07 12:04:00,654 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-07 12:04:00,655 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 12:04:00,655 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 12:04:00,655 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 12:04:00,655 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 12:04:00,655 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 12:04:00,667 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-07 12:04:00,668 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-07 12:04:00,668 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-07 12:04:00,669 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 12:04:00,669 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-07 12:04:00,668 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-07 12:04:00,669 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 12:04:00,669 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 12:04:00,669 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 12:04:00,670 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-07 12:04:00,670 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-07 12:04:00,670 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
2021-04-07 12:04:00,671 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 12:04:00,671 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-07 12:04:00,671 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-07 12:04:00,671 | I | ro_XMLRPC.py:345 (worker) | worker 11 shutting down...
2021-04-07 12:04:00,671 | I | PubSub.py:550 (stop) | PubSub background tasks stopped.
2021-04-07 12:04:00,671 | I | ro_XMLRPC.py:345 (worker) | worker 10 shutting down...
2021-04-07 12:04:00,680 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-07 12:04:05,748 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-07 12:04:05,794 | I | PubSub.py:538 (start) | PubSub background tasks started.
2021-04-07 12:04:05,795 | I | PubSub.py:1084 (start_server) | Starting remote subscriptions update loop...
2021-04-07 12:04:05,795 | I | PubSub.py:1089 (start_server) | Starting server...
2021-04-07 12:04:05,796 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-07 12:04:05,805 | I | g2cam:120 (main) | Starting instrument SCEXAO ...
2021-04-07 12:04:05,806 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 12:04:05,806 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 12:04:05,806 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 12:04:05,806 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 12:04:05,806 | I | SCEXAO.py:124 (start) | SCEXAO ocs interface started.
2021-04-07 12:04:05,807 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 12:04:05,807 | I | ro_XMLRPC.py:319 (worker) | worker 5 spinning up...
2021-04-07 12:04:05,807 | I | ro_XMLRPC.py:319 (worker) | worker 6 spinning up...
2021-04-07 12:04:05,807 | I | ro_XMLRPC.py:319 (worker) | worker 7 spinning up...
2021-04-07 12:04:05,808 | I | ro_XMLRPC.py:319 (worker) | worker 9 spinning up...
2021-04-07 12:04:05,808 | I | ro_XMLRPC.py:319 (worker) | worker 11 spinning up...
2021-04-07 12:04:05,808 | I | ro_XMLRPC.py:319 (worker) | worker 10 spinning up...
2021-04-07 12:04:05,808 | I | ro_XMLRPC.py:319 (worker) | worker 8 spinning up...
2021-04-07 12:04:05,809 | I | common_task.py:56 (execute) | Starting periodic interval task
2021-04-07 12:04:05,810 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-07 12:04:05,825 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 12:04:05,825 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 12:04:05,826 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 12:04:05,825 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 12:04:05,826 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 12:04:07,198 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-07 12:04:07,198 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-07 12:04:07,198 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 12:04:07,198 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 12:04:07,199 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 12:04:07,199 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 12:04:07,199 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 12:04:07,209 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-07 12:04:07,209 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-07 12:04:07,210 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-07 12:04:07,210 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-07 12:04:07,210 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 12:04:07,211 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 12:04:07,210 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-07 12:04:07,211 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 12:04:07,211 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 12:04:07,211 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 12:04:07,212 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-07 12:04:07,212 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-07 12:04:07,212 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-07 12:04:07,212 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-07 12:04:07,213 | I | ro_XMLRPC.py:345 (worker) | worker 11 shutting down...
2021-04-07 12:04:07,213 | I | ro_XMLRPC.py:345 (worker) | worker 10 shutting down...
2021-04-07 12:04:07,213 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
2021-04-07 12:04:07,213 | I | PubSub.py:550 (stop) | PubSub background tasks stopped.
2021-04-07 12:04:07,220 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-07 12:04:11,179 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-07 12:04:11,231 | I | PubSub.py:538 (start) | PubSub background tasks started.
2021-04-07 12:04:11,232 | I | PubSub.py:1084 (start_server) | Starting remote subscriptions update loop...
2021-04-07 12:04:11,232 | I | PubSub.py:1089 (start_server) | Starting server...
2021-04-07 12:04:11,233 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-07 12:04:11,245 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 12:04:11,246 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 12:04:11,245 | I | g2cam:120 (main) | Starting instrument SCEXAO ...
2021-04-07 12:04:11,246 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 12:04:11,246 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 12:04:11,246 | I | ro_XMLRPC.py:319 (worker) | worker 5 spinning up...
2021-04-07 12:04:11,247 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 12:04:11,247 | I | SCEXAO.py:124 (start) | SCEXAO ocs interface started.
2021-04-07 12:04:11,247 | I | ro_XMLRPC.py:319 (worker) | worker 6 spinning up...
2021-04-07 12:04:11,247 | I | ro_XMLRPC.py:319 (worker) | worker 7 spinning up...
2021-04-07 12:04:11,248 | I | ro_XMLRPC.py:319 (worker) | worker 8 spinning up...
2021-04-07 12:04:11,248 | I | ro_XMLRPC.py:319 (worker) | worker 9 spinning up...
2021-04-07 12:04:11,248 | I | ro_XMLRPC.py:319 (worker) | worker 10 spinning up...
2021-04-07 12:04:11,248 | I | ro_XMLRPC.py:319 (worker) | worker 11 spinning up...
2021-04-07 12:04:11,250 | I | common_task.py:56 (execute) | Starting periodic interval task
2021-04-07 12:04:11,250 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-07 12:04:11,271 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 12:04:11,271 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 12:04:11,271 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 12:04:11,272 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 12:04:11,272 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 12:04:12,365 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-07 12:04:12,365 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-07 12:04:12,365 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 12:04:12,366 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 12:04:12,366 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 12:04:12,366 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 12:04:12,366 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 12:04:12,377 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-07 12:04:12,377 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-07 12:04:12,377 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-07 12:04:12,378 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-07 12:04:12,378 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 12:04:12,378 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-07 12:04:12,378 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 12:04:12,378 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 12:04:12,379 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-07 12:04:12,379 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-07 12:04:12,379 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
2021-04-07 12:04:12,379 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 12:04:12,379 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-07 12:04:12,379 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-07 12:04:12,379 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 12:04:12,379 | I | ro_XMLRPC.py:345 (worker) | worker 11 shutting down...
2021-04-07 12:04:12,379 | I | ro_XMLRPC.py:345 (worker) | worker 10 shutting down...
2021-04-07 12:04:12,380 | I | PubSub.py:550 (stop) | PubSub background tasks stopped.
2021-04-07 12:04:12,388 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-07 12:04:17,918 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-07 12:04:17,971 | I | PubSub.py:538 (start) | PubSub background tasks started.
2021-04-07 12:04:17,972 | I | PubSub.py:1084 (start_server) | Starting remote subscriptions update loop...
2021-04-07 12:04:17,972 | I | PubSub.py:1089 (start_server) | Starting server...
2021-04-07 12:04:17,972 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-07 12:04:17,981 | I | g2cam:120 (main) | Starting instrument SCEXAO ...
2021-04-07 12:04:17,982 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 12:04:17,982 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 12:04:17,982 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 12:04:17,982 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 12:04:17,983 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 12:04:17,984 | I | ro_XMLRPC.py:319 (worker) | worker 10 spinning up...
2021-04-07 12:04:17,983 | I | SCEXAO.py:124 (start) | SCEXAO ocs interface started.
2021-04-07 12:04:17,984 | I | ro_XMLRPC.py:319 (worker) | worker 11 spinning up...
2021-04-07 12:04:17,984 | I | ro_XMLRPC.py:319 (worker) | worker 9 spinning up...
2021-04-07 12:04:17,984 | I | ro_XMLRPC.py:319 (worker) | worker 6 spinning up...
2021-04-07 12:04:17,984 | I | ro_XMLRPC.py:319 (worker) | worker 7 spinning up...
2021-04-07 12:04:17,984 | I | ro_XMLRPC.py:319 (worker) | worker 5 spinning up...
2021-04-07 12:04:17,985 | I | ro_XMLRPC.py:319 (worker) | worker 8 spinning up...
2021-04-07 12:04:17,986 | I | common_task.py:56 (execute) | Starting periodic interval task
2021-04-07 12:04:17,987 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-07 12:04:17,997 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 12:04:17,998 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 12:04:17,998 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 12:04:17,999 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 12:04:17,999 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 12:04:20,107 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-07 12:04:20,107 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-07 12:04:20,107 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 12:04:20,108 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 12:04:20,108 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 12:04:20,108 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 12:04:20,108 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 12:04:20,118 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-07 12:04:20,118 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-07 12:04:20,119 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-07 12:04:20,119 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-07 12:04:20,120 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 12:04:20,120 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-07 12:04:20,120 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 12:04:20,120 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 12:04:20,120 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 12:04:20,120 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 12:04:20,120 | I | ro_XMLRPC.py:345 (worker) | worker 10 shutting down...
2021-04-07 12:04:20,120 | I | ro_XMLRPC.py:345 (worker) | worker 11 shutting down...
2021-04-07 12:04:20,120 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-07 12:04:20,120 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-07 12:04:20,121 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
2021-04-07 12:04:20,121 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-07 12:04:20,121 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-07 12:04:20,122 | I | PubSub.py:550 (stop) | PubSub background tasks stopped.
2021-04-07 12:04:20,128 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9080.
2021-04-07 12:04:42,283 | I | SCEXAO.py:84 (initialize) | ***** INITIALIZE CALLED *****
2021-04-07 12:04:42,340 | I | PubSub.py:538 (start) | PubSub background tasks started.
2021-04-07 12:04:42,341 | I | PubSub.py:1084 (start_server) | Starting remote subscriptions update loop...
2021-04-07 12:04:42,341 | I | PubSub.py:1089 (start_server) | Starting server...
2021-04-07 12:04:42,342 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9080.
2021-04-07 12:04:42,352 | I | g2cam:120 (main) | Starting instrument SCEXAO ...
2021-04-07 12:04:42,352 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 12:04:42,353 | I | SCEXAO.py:124 (start) | SCEXAO ocs interface started.
2021-04-07 12:04:42,353 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 12:04:42,354 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 12:04:42,354 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 12:04:42,354 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 12:04:42,355 | I | ro_XMLRPC.py:319 (worker) | worker 6 spinning up...
2021-04-07 12:04:42,355 | I | common_task.py:56 (execute) | Starting periodic interval task
2021-04-07 12:04:42,355 | I | ro_XMLRPC.py:319 (worker) | worker 5 spinning up...
2021-04-07 12:04:42,355 | I | ro_XMLRPC.py:319 (worker) | worker 7 spinning up...
2021-04-07 12:04:42,356 | I | ro_XMLRPC.py:319 (worker) | worker 10 spinning up...
2021-04-07 12:04:42,356 | I | ro_XMLRPC.py:319 (worker) | worker 9 spinning up...
2021-04-07 12:04:42,356 | I | ro_XMLRPC.py:319 (worker) | worker 8 spinning up...
2021-04-07 12:04:42,356 | I | ro_XMLRPC.py:319 (worker) | worker 11 spinning up...
2021-04-07 12:04:42,358 | I | remoteObjects.py:444 (__cmd_loop) | Starting remote object server on scexao2:9081.
2021-04-07 12:04:42,376 | I | ro_XMLRPC.py:319 (worker) | worker 1 spinning up...
2021-04-07 12:04:42,376 | I | ro_XMLRPC.py:319 (worker) | worker 0 spinning up...
2021-04-07 12:04:42,376 | I | ro_XMLRPC.py:319 (worker) | worker 4 spinning up...
2021-04-07 12:04:42,376 | I | ro_XMLRPC.py:319 (worker) | worker 3 spinning up...
2021-04-07 12:04:42,376 | I | ro_XMLRPC.py:319 (worker) | worker 2 spinning up...
2021-04-07 12:04:44,808 | E | g2cam:127 (main) | Keyboard interrupt!
2021-04-07 12:04:44,809 | I | g2cam:145 (main) | Stopping instrument SCEXAO ...
2021-04-07 12:04:44,809 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 12:04:44,809 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 12:04:44,809 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 12:04:44,809 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 12:04:44,809 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 12:04:44,821 | I | remoteObjects.py:491 (__cmd_loop) | Stopping remote object server on scexao2:9081.
2021-04-07 12:04:44,822 | I | Instrument.py:292 (stop) | INSTRUMENT STOPPED.
2021-04-07 12:04:44,822 | I | PubSub.py:1143 (update_remote_subscriptions_loop) | exiting remote subscriptions update loop
2021-04-07 12:04:44,822 | I | PubSub.py:1102 (stop_server) | Stopping server...
2021-04-07 12:04:44,823 | I | ro_XMLRPC.py:345 (worker) | worker 0 shutting down...
2021-04-07 12:04:44,823 | I | common_task.py:82 (execute) | Stopping periodic interval task
2021-04-07 12:04:44,823 | I | ro_XMLRPC.py:345 (worker) | worker 1 shutting down...
2021-04-07 12:04:44,823 | I | ro_XMLRPC.py:345 (worker) | worker 4 shutting down...
2021-04-07 12:04:44,823 | I | ro_XMLRPC.py:345 (worker) | worker 6 shutting down...
2021-04-07 12:04:44,823 | I | ro_XMLRPC.py:345 (worker) | worker 3 shutting down...
2021-04-07 12:04:44,823 | I | ro_XMLRPC.py:345 (worker) | worker 2 shutting down...
2021-04-07 12:04:44,824 | I | ro_XMLRPC.py:345 (worker) | worker 5 shutting down...
2021-04-07 12:04:44,825 | I | ro_XMLRPC.py:345 (worker) | worker 7 shutting down...
2021-04-07 12:04:44,825 | I | ro_XMLRPC.py:345 (worker) | worker 9 shutting down...
2021-04-07 12:04:44,825 | I | ro_XMLRPC.py:345 (worker) | worker 8 shutting down...
